leaf_index	ID	Score	Score_smoothed	Normalized_Index	Normalized_Index_smoothed
65	NZ_LASD01000011.1_118	0.9955637707948244	0.9885324924794318	0.9996799978666524	0.9988960710718462
66	NC_007510.1_3218	0.9953789279112755	0.9886992135116524	0.9996666644444296	0.9989463982047461
67	NZ_CAJNKE010000832.1_1	0.9231053604436229	0.98757203435903	0.9791731944879632	0.9983852179929565
68	NZ_QTQP01000020.1_109	0.9900184842883549	0.9897212859265702	0.998986659911066	0.9987762009916668
69	CP003774.1_366	0.9942698706099815	0.9897285346671016	0.9995066633777558	0.998777377470098
70	NZ_CADFEJ010000009.1_109	0.9948243992606286	0.9896415497807257	0.9995799971999814	0.998766527724564
71	NZ_CP013362.1_2938	0.9913123844731979	0.9895473161538184	0.9991599943999626	0.9987547629402497
72	NZ_CABVPN010000019.1_42	0.9927911275415897	0.989485701859302	0.999279995199968	0.9987480962291383
73	NZ_QTPO01000033.1_31	0.9933456561922366	0.989561813634881	0.9994133294221962	0.9987505799058268
74	NZ_CABVLY010000024.1_52	0.9929759704251387	0.9898952556993222	0.9992999953333023	0.998776070271841
75	NZ_ML058616.1_301	0.9931608133086878	0.9902649414664204	0.9993799958666391	0.9988073123101867
76	NZ_JTAN02000010.1_214	0.9913123844731979	0.9906926171577689	0.9991399942666285	0.9988575087232608
77	NZ_QTPP01000024.1_38	0.9870609981515711	0.9892319959407054	0.998739991599944	0.9987192071476553
78	NZ_LKPJ01000003.1_82	0.9887245841035119	0.9892791127541591	0.9988599923999494	0.9989537185149863
79	NC_008390.1_3109	0.9896487985212569	0.9893044833460187	0.998919992799952	0.999023261462266
80	NZ_CADESW010000006.1_189	0.9872458410351201	0.9892936102352218	0.9987599917332782	0.998724043781207
81	NZ_PTXL01000007.1_443	0.9861367837338263	0.9893189808270814	0.9986666577777186	0.9987256124191157
82	JAHACR010000003.1_67	0.97818853974122	0.9893697220108008	0.9981599877332515	0.9987292725742355
83	NC_007651.1_199	0.9905730129390018	0.9915769635025914	0.9990799938666258	0.9989833919154232
84	NZ_CM003626.1_3423	0.9900184842883549	0.9894567068971767	0.9989933266221774	0.9989700584932004
85	NC_006348.1_2984	0.987800369685767	0.9893334783081439	0.9988066587110581	0.9987223444234727
86	NZ_CP009555.1_1385	0.990203327171904	0.9892827371244246	0.9990333268888459	0.9989512348382977
87	NZ_CP013424.1_3452	0.9876155268022182	0.9891631329056577	0.9987866585777239	0.9987086188417726
88	NZ_FXAN01000038.1_1	0.9909426987060999	0.9911456634409771	0.99909999399996	0.9989354177393863
89	NZ_LOWB01000109.1_172	0.9859519408502773	0.9889674169113117	0.9986466576443843	0.9986931939023386
90	NZ_JAAGNW010000009.1_33	0.979297597042514	0.9889492950599834	0.9982599883999227	0.9986921481437327
91	NZ_CP009323.1_1269	0.9924214417744917	0.9905403936066108	0.9992266615110768	0.9988739794213007
92	NZ_CP007212.1_3500	0.987800369685767	0.9890761480192817	0.9988133254221695	0.9988552864862235
93	NZ_CP009435.1_809	0.9865064695009242	0.9890217824652967	0.9986866579110527	0.9986948932600727
94	NZ_JAAGPF010000601.1_1	0.9219963031423292	0.988713710992715	0.978466523110154	0.9984147606735678
95	NZ_RBZV01000013.1_89	0.9994454713493531	0.9902903120582799	0.9999933332888886	0.9990921508104171
96	NZ_PNYA01000003.1_37	0.9972273567467652	0.9900184842883547	0.9999066660444403	0.9990654839659716
97	NZ_QUBS01000068.1_4	0.9946395563770796	0.989779275850821	0.9995333302222015	0.9990398628801316
98	NZ_QRGA01000007.1_215	0.9911275415896489	0.9895835598564751	0.999133327555517	0.9990207777855775
99	NZ_PNYB01000018.1_48	0.9957486136783734	0.9894458337863798	0.999706664711098	0.9990084901219604
100	NZ_JAFLRG010000001.1_169	0.9874306839186692	0.9885324924794318	0.9987666584443896	0.9989779016827433
101	SCRN01000014.1_32	0.9870609981515711	0.9883621470769455	0.9987533250221668	0.9990018234108489
102	NZ_VJZF01000001.1_2764	0.9911275415896489	0.9893950926026602	0.9991199941332942	0.9990071829237032
103	NZ_JAAAYE010000008.1_102	0.9841035120147874	0.9880468268638325	0.9984999899999333	0.9983409039720396
104	NZ_PTIR01000029.1_37	0.9756007393715344	0.9878402377586896	0.9979599863999093	0.9983271783903398
105	NZ_FCOL02000013.1_94	0.9977818853974123	0.9897466565184301	0.9999599997333316	0.9990359412853602
106	NZ_FCNW02000055.1_10	0.9975970425138633	0.9895364430430215	0.9999399995999974	0.9990116273977773
107	NZ_FCON02000023.1_3	0.9970425138632162	0.9895581892646153	0.9998799991999947	0.9990122809969059
108	NZ_FCOG02000001.1_90	0.9974121996303142	0.9895001993403647	0.999933332888886	0.9990046992470146
109	NZ_FCNZ02000014.1_95	0.9946395563770796	0.9894494581566454	0.9995266635110901	0.9989975096566003
110	NZ_JFHC01000130.1_3	0.9972273567467652	0.9894530825269111	0.9999133327555517	0.9989981632557289
111	NZ_JAAVUV010000015.1_162	0.9963031423290203	0.989333478308144	0.9997799985333236	0.9989827383162945
112	NZ_CP014306.1_1025	0.9959334565619224	0.9893117320865501	0.9997466649777665	0.9989797317603033
113	NZ_LMPF01000011.1_26	0.9939001848428837	0.9892863614946904	0.9994533296888646	0.9989758101655317
114	NZ_FCOC02000002.1_561	0.9950092421441776	0.989268239643362	0.9995866639110927	0.9989733264888432
115	NZ_CP049156.1_3425	0.9926062846580407	0.9892501177920338	0.9992399949332995	0.9989713656914575
116	NZ_FCOK02000011.1_51	0.9920517560073938	0.9892609909028308	0.9991999946666311	0.9989734572086689
117	NZ_JAAVUQ010000039.1_33	0.9916820702402958	0.9892791127541591	0.9991866612444082	0.9989751565664033
118	NZ_LMUF01000039.1_29	0.9909426987060999	0.9897212859265702	0.9991133274221828	0.9989658754587777
119	NZ_JNFG01000203.1_25	0.990388170055453	0.9897285346671016	0.9990466603110687	0.9989708428121548
120	NZ_MTHB01000136.1_29	0.9898336414048059	0.9896415497807257	0.998953326355509	0.9989797317603033
121	NZ_AEJF01000156.1_4	0.9900184842883549	0.9895473161538184	0.9989799931999547	0.998983522635249
122	NZ_FCOE02000004.1_54	0.9881700554528651	0.9893081077162844	0.9988199921332809	0.9987480962291383
123	FCOD02000022.1_14	0.9905730129390018	0.9894422094161138	0.9990733271555143	0.9989929344627004
124	NZ_OGTP01000003.1_103	0.990203327171904	0.9894567068971768	0.9990399935999573	0.9989975096566004
125	JFHF01000005.1_35	0.9900184842883549	0.989550940524084	0.9989999933332889	0.9990087515616116
126	NZ_JALQDG010000021.1_89	0.9898336414048059	0.9896669203725853	0.9989599930666204	0.9990231307424403
127	AP024322.1_2640	0.9900184842883549	0.9897865245913523	0.9989666597777318	0.999038424962049
128	NZ_FCOJ02000042.1_63	0.9894639556377081	0.9892791127541591	0.9989066593777292	0.999056202858346
129	NC_021287.1_2547	0.9900184842883549	0.9900583523612771	0.9989733264888433	0.9990737193149914
130	FCOH02000048.1_3	0.98909426987061	0.9892936102352218	0.998886659244395	0.998724043781207
131	NZ_FCOB02000016.1_98	0.9885397412199631	0.9893189808270814	0.9988399922666151	0.9987256124191157
132	NZ_FCOX02000001.1_391	0.9887245841035119	0.9893697220108008	0.9988533256888379	0.9987292725742355
133	NZ_FCOA02000041.1_3	0.9861367837338263	0.9895255699322245	0.9986799911999413	0.9987394687206411
134	NZ_FCOI02000028.1_82	0.9870609981515711	0.9894567068971767	0.9987266581777212	0.9987325405698784
135	NZ_JFHD01000026.1_85	0.9837338262476896	0.9893334783081439	0.9984733231554878	0.9987223444234727
136	NZ_FCNX02000031.1_9	0.9852125693160814	0.9892827371244246	0.9986199907999387	0.9987186842683526
137	NZ_FCNY02000034.1_43	0.9841035120147874	0.9891631329056577	0.9985199901332675	0.9987086188417726
138	NZ_FCOM02000042.1_3	0.9865064695009242	0.9891413866840637	0.9986933246221642	0.9987067887642127
139	NZ_FCOF02000026.1_80	0.9820702402957487	0.9889674169113117	0.9984066560443736	0.9986931939023386
140	LRBF01000246.1_3	0.9850277264325323	0.9889492950599834	0.998593323955493	0.9986921481437327
141	NZ_CP084626.1_2557	0.9881700554528651	0.9891232648327353	0.9988266588443923	0.9987032593289185
142	NZ_FCNV02000001.1_102	0.9900184842883549	0.9890761480192817	0.9990066600444003	0.9993061391651106
143	NZ_JFHE01000005.1_160	0.9850277264325323	0.9890217824652967	0.9986066573777158	0.9986948932600727
144	NZ_CP084265.1_176	0.9874306839186692	0.9890399043166251	0.998773325155501	0.998696592617807
145	NZ_LR733520.1_2518	0.9857670979667285	0.9902903120582799	0.9986399909332729	0.9990921508104171
146	NZ_JALQEM010000025.1_89	0.9855822550831794	0.9900184842883547	0.9986333242221614	0.9990654839659716
147	NZ_CP084260.1_2433	0.9850277264325323	0.989779275850821	0.9985999906666044	0.9990398628801316
148	NZ_CP071129.1_2479	0.9846580406654345	0.9895835598564751	0.998559990399936	0.9990207777855775
149	LFLF01000045.1_34	0.9841035120147874	0.9894458337863798	0.9985066567110448	0.9990084901219604
150	NZ_LFJJ01000202.1_8	0.97818853974122	0.9891015186111414	0.9981466543110288	0.9989779016827433
151	NZ_QQOA01000016.1_59	0.9992606284658041	0.994353231126092	0.9999866665777772	0.9995235262352732
152	NZ_CADIKF010000099.1_3	0.990203327171904	0.9893950926026602	0.9990266601777346	0.9990071829237032
153	NZ_CP080095.1_439	0.9950092421441776	0.9943967235692799	0.999606664044427	0.9995313694248159
154	NZ_CP018811.1_3898	0.989279112754159	0.9895726867456781	0.9988999926666178	0.999024568660523
155	NZ_CADIKH010000017.1_110	0.9844731977818855	0.9897466565184301	0.9985399902666018	0.9990359412853602
156	NZ_SORE01000006.1_205	0.9870609981515711	0.9895364430430215	0.9987199914666097	0.9990116273977773
157	NC_010622.1_2947	0.9987060998151572	0.9947700337066435	0.9999733331555544	0.9995708468121813
158	NZ_JAAGPD010000103.1_4	0.9940850277264327	0.9946540538581421	0.9994933299555331	0.9995571212304815
159	NZ_CAJHCS010000003.1_272	0.9948243992606286	0.9946286832662824	0.9995666637777585	0.9995525460365814
160	NZ_VOQS01000001.1_2364	0.9948243992606286	0.9945743177122974	0.9995599970666471	0.9995454871659928
161	BBSL01000041.1_4	0.9911275415896489	0.989333478308144	0.9991266608444056	0.9989827383162945
162	NZ_AP023174.1_3104	0.9951940850277264	0.9945272008988438	0.9996266641777611	0.9995389511747074
163	NZ_CP026111.1_2979	0.9946395563770796	0.9944112210503425	0.9995466636444243	0.9995245719938787
164	NZ_CP026101.1_3041	0.9929759704251387	0.9943496067558263	0.9993266621777479	0.9995172516836387
165	NZ_AP023179.1_3372	0.9940850277264327	0.9942843680910443	0.9994866632444216	0.9995094084940959
166	NZ_CP026105.1_3418	0.9931608133086878	0.9942553731289189	0.999346662311082	0.99950470258037
167	NZ_JAAGPI010000049.1_32	0.9929759704251387	0.994190134464137	0.9992866619110794	0.9994968593908273
168	NZ_QBUY01000112.1_20	0.9868761552680222	0.9891848791272517	0.9987133247554983	0.9989658754587777
169	NZ_JAGIPX010000032.1_10	0.9931608133086878	0.994092276466964	0.9993666624444163	0.9994878397228529
170	NZ_CYGY02000042.1_77	0.9940850277264327	0.993059330941249	0.9994999966666445	0.9992409099720796
171	NZ_FNYE01000029.1_85	0.9913123844731979	0.9929904679062013	0.9991466609777399	0.9992324131834083
172	NZ_WHNP01000014.1_47	0.988909426987061	0.9893081077162844	0.9988733258221721	0.9989814311180376
173	NZ_QLKU01000031.1_3	0.9933456561922366	0.9929324779819506	0.9994066627110847	0.9992288837481138
174	NZ_RJZE01000016.1_92	0.9929759704251387	0.9929433510927476	0.9993066620444137	0.9992300602265451
175	NZ_CADIKI010000021.1_71	0.9950092421441776	0.993015838498061	0.9996133307555384	0.9992401256531254
176	NZ_BBJF01000009.1_11	0.9959334565619224	0.9929868435359358	0.9997333315555437	0.9992365962178309
177	NZ_AWZT01000031.1_3	0.9959334565619224	0.9929361023522165	0.9997399982666552	0.9992299295067196
178	NZ_CAJHCR010000008.1_179	0.9970425138632162	0.9928237468739809	0.9998733324888832	0.9992156810457167
179	NZ_BAYE01000004.1_371	0.9963031423290203	0.9927041426552138	0.9997999986666578	0.9992003868261081
180	NZ_FRAB01000005.1_40	0.9963031423290203	0.9925627922148528	0.9997933319555463	0.9991823474901597
181	NZ_ABLD01000056.1_3	0.9957486136783734	0.9925011779203364	0.9997199981333209	0.9991741121411396
182	NZ_LXKA01000110.1_392	0.9935304990757856	0.9923634518502413	0.9994199961333076	0.9991573800034482
183	NZ_QHKS01000009.1_107	0.9935304990757856	0.9923417056286472	0.999426662844419	0.9991537198483283
184	NZ_PNXY01000040.1_3	0.9924214417744917	0.9923308325178499	0.9992199947999654	0.9991511054518142
185	NZ_CAAJGL010000090.1_95	0.9950092421441776	0.9923272081475842	0.9995933306222041	0.9991563342448427
186	NZ_CADIKB010000013.1_80	0.9975970425138633	0.9922583451125367	0.9999466663111087	0.9991852233263255
187	NZ_JAEUAV010000019.1_51	0.9953789279112755	0.9921169946721758	0.9996533310222068	0.9992054848993113
188	NZ_AWZV01000030.1_3	0.9951940850277264	0.9919865173426119	0.9996333308888726	0.9992273151102055
189	NZ_AXAJ01000002.1_514	0.9953789279112755	0.9920082635642058	0.9996599977333183	0.9992462694849339
190	NZ_CAAJGK010000051.1_68	0.990388170055453	0.9918089231995942	0.9990599937332916	0.9991071835903742
191	NZ_PVZB01000024.1_94	0.9974121996303142	0.9920517560073938	0.9999266661777745	0.9992852239929965
192	NC_010681.1_3740	0.9972273567467652	0.9922293501504112	0.9998933326222175	0.9993061391651106
193	NZ_CP022989.1_1230	0.9972273567467652	0.9923707005907721	0.9998999993333288	0.9993236556217564
194	NC_007951.1_4214	0.9968576709796674	0.9926026602877749	0.9998266655111034	0.999347577349862
195	NZ_LR699553.1_3825	0.9968576709796674	0.9927875031713239	0.9998333322222148	0.9993683618021506
196	NZ_CP051516.1_3976	0.9968576709796674	0.9930049653872638	0.9998466656444376	0.999392022090605
197	NZ_SMGP01000001.1_4098	0.9963031423290203	0.9932151788626725	0.9997733318222122	0.999414375180802
198	FNTG01000001.1_3375	0.9968576709796674	0.9934471385596753	0.9998599990666605	0.9994390812278618
199	NZ_MCAS01000025.1_38	1.0	0.9937479612917255	1.0	0.9994673167102159
200	NZ_CADFGE010000001.1_1266	0.9983364140480592	0.994027037802182	0.999966666444443	0.9994959443520474
201	NZ_RAPV01000002.1_205	0.9948243992606286	0.994353231126092	0.9995533303555357	0.9995235262352732
202	NZ_CP031467.1_1743	0.9957486136783734	0.9942843680910443	0.9996866645777639	0.9995176438431161
203	NZ_PVEN01000011.1_84	0.9959334565619224	0.9943967235692799	0.9997266648444323	0.9995313694248159
204	NZ_QLTK01000016.1_70	0.9957486136783734	0.9944112210503425	0.9997133314222095	0.9995334609420272
205	NZ_JACCAS010000001.1_2670	0.9929759704251387	0.9944837084556559	0.9993199954666364	0.9995416962910472
206	NZ_CAJNBK010000010.1_93	0.9909426987060999	0.9892283715704397	0.9991066607110715	0.9988151554997295
207	NZ_CADIKC010000012.1_90	0.9951940850277264	0.9947700337066435	0.999639997599984	0.9995708468121813
208	NZ_FPBH01000021.1_85	0.9927911275415897	0.9946540538581421	0.9992733284888566	0.9995571212304815
209	NZ_VOSW01000018.1_39	0.9927911275415897	0.9946286832662824	0.9992599950666338	0.9995525460365814
210	NZ_CAJNAT010000018.1_70	0.9920517560073938	0.9945743177122974	0.9992066613777425	0.9995454871659928
211	NZ_JABBGJ010000019.1_52	0.9907578558225508	0.988300532782429	0.9990866605777372	0.998735416406044
212	NZ_FSRV01000001.1_227	0.9927911275415897	0.9945272008988438	0.9992666617777451	0.9995389511747074
213	NZ_WOEY01000048.1_1	0.989279112754159	0.9877713747236416	0.9988933259555064	0.9986960697385041
214	NZ_OCSR01000001.1_2167	0.9914972273567467	0.9943496067558263	0.9991733278221855	0.9995172516836387
215	NZ_CP014578.1_3961	0.9896487985212569	0.9873944402160125	0.9989266595110634	0.998669141454407
216	NZ_WOEZ01000069.1_39	0.9926062846580407	0.9942553731289189	0.999246661644411	0.99950470258037
217	NZ_CAJHCP010000007.1_146	0.9898336414048059	0.9869848863759922	0.9989466596443977	0.9986398602134472
218	NZ_FNKP01000001.1_95	0.987800369685767	0.9868507846761625	0.9987933252888352	0.9986300562265186
219	NZ_CADIKK010000009.1_69	0.9870609981515711	0.9867782972708493	0.9987466583110554	0.9986241738343613
220	NZ_NPIH01000054.1_60	0.9404805914972275	0.9866659417926136	0.9867732451549677	0.9986169842439472
221	NZ_VTUZ01000006.1_61	0.9905730129390018	0.9929904679062013	0.999066660444403	0.9992324131834083
222	NZ_CYGX02000037.1_67	0.9842883548983364	0.9871878511108696	0.9985266568443789	0.998824044447878
223	NZ_JAJITC010000004.1_425	0.9929759704251387	0.9929324779819506	0.999313328755525	0.9992288837481138
224	NZ_FXAT01000003.1_604	0.9939001848428837	0.9929433510927476	0.9994666631110874	0.9992300602265451
225	NZ_CADFGP010000004.1_157	0.9966728280961183	0.993015838498061	0.999819998799992	0.9992401256531254
226	NZ_WHNQ01000010.1_80	0.9935304990757856	0.9929868435359358	0.9994333295555303	0.9992365962178309
227	NZ_JAALDK010000001.1_5905	0.9933456561922366	0.9929361023522165	0.9993933292888619	0.9992299295067196
228	ABYL01000234.1_4	0.990203327171904	0.9928237468739809	0.9990133267555117	0.9992156810457167
229	NZ_JAJEJR010000001.1_2957	0.9909426987060999	0.9927041426552138	0.9990933272888486	0.9992003868261081
230	NZ_SELS01000020.1_81	0.98909426987061	0.9925627922148528	0.9988799925332835	0.9991823474901597
231	NZ_VZQQ01000001.1_391	0.9931608133086878	0.9925011779203364	0.9993733291555277	0.9991741121411396
232	NZ_LRBG01000004.1_75	0.9887245841035119	0.9923634518502413	0.9988666591110608	0.9991573800034482
233	NZ_JABBFZ010000007.1_89	0.9924214417744917	0.9923417056286472	0.9992333282221881	0.9991537198483283
234	NZ_JAJITD010000005.1_92	0.9929759704251387	0.9923308325178499	0.9992933286221908	0.9991511054518142
235	NZ_MSDV01000052.1_3	0.9922365988909428	0.9923272081475842	0.9992133280888539	0.9991509747319886
236	NZ_JAJEJP010000001.1_3450	0.9914972273567467	0.9922583451125367	0.9991799945332969	0.9991428701027943
237	NZ_VWWL01000022.1_70	0.990388170055453	0.9921169946721758	0.9990533270221802	0.9991253536461487
238	NZ_CP017561.2_3105	0.9887245841035119	0.9919865173426119	0.9988466589777265	0.9991095365472371
239	NZ_FSRU01000002.1_2953	0.9963031423290203	0.9920082635642058	0.9997866652444349	0.9991125431032285
240	NZ_FNCJ01000001.1_540	0.9933456561922366	0.9919683954912836	0.9993866625777506	0.9991071835903742
241	NZ_SCNV01000070.1_3	0.990203327171904	0.9919647711210179	0.9990199934666231	0.99910639927142
242	NZ_CAAJGM010000218.1_3	0.9913123844731979	0.991845166902251	0.9991666611110741	0.9990914972112886
243	NZ_FSRM01000001.1_489	0.9894639556377081	0.9916929433510929	0.9989133260888406	0.9990722813969086
244	NZ_QVQV01000015.1_13	0.9913123844731979	0.9915769635025915	0.9991533276888512	0.9990576407764287
245	NZ_SMRO01000003.1_116	0.9931608133086878	0.9915044760972782	0.9993399955999707	0.9990480982291514
246	NZ_CP041745.1_3817	0.9885397412199631	0.9913413794353233	0.9988333255555037	0.9990284902552944
247	NZ_MTZV01000004.1_1481	0.9848428835489835	0.9911057953680551	0.9985733238221588	0.9990035227685832
248	NZ_FNSR01000001.1_373	0.9833641404805915	0.9772498278424125	0.9984599897332649	0.9989777709629175
249	NZ_CP046913.1_2619	0.9946395563770796	0.9908085970062702	0.9995199967999787	0.9989711042518059
250	NZ_FNZM01000005.1_77	0.9866913123844733	0.9905476423471422	0.9986999913332756	0.9989456138857917
251	NZ_CAJZAR010000088.1_3	0.9861367837338263	0.9903084339096083	0.99867332448883	0.9989202542396033
252	NZ_VWWJ01000050.1_22	0.9866913123844733	0.9901489616179188	0.998706658044387	0.9989036528217374
253	NZ_BAYA01000004.1_527	0.9850277264325323	0.9899387481425104	0.9985866572443817	0.9988820840504948
254	NZ_JACHBW010000002.1_23	0.9824399260628466	0.9752093073828423	0.998413322755485	0.9988563322448292
255	NZ_JAAGPR010000043.1_35	0.9842883548983364	0.9894494581566454	0.9985333235554904	0.9988331948356779
256	NZ_PQGA01000010.1_168	0.9817005545286507	0.9745786669566163	0.9983999893332622	0.9988151554997295
257	NZ_JAMBPQ010000026.1_28	0.9852125693160814	0.9891160160922041	0.9986133240888273	0.9988054822326267
258	NZ_MCNV01000006.1_68	0.9824399260628466	0.988865934543873	0.9984199894665965	0.998781560504521
259	NZ_CAJHCQ010000022.1_71	0.9815157116451017	0.9886448479576674	0.9983933226221509	0.9987643054875268
260	NZ_CP046909.1_2672	0.9846580406654345	0.988485375665978	0.9985533236888245	0.9987504491860012
